restaurant,account,name,level,comment_star,comment,
來碗Laksa,58a1e7812756dd1d06e27675,Amanda Lin,(4則評論),4.5,很濃郁很滿足！ 份量也很不錯～表示讚賞分享,
來碗Laksa,578a1af723679c63c4dc935b,吳柏融,(5則評論),5,.+ 3分享,
來碗Laksa,54bd013dd4fdab55fa939939,米兒情事,愛食記部落客(646篇食記),0,來碗LAKSA。捷運忠孝新生站-就像在新加坡街邊小店吃飯，令人驚艷的南洋式紅燒肉飯+ 5分享開啟食記›,
來碗Laksa,53bdf3bdd4fdab213072997b,斑比Banbi,愛食記部落客(1380篇食記),0,台北忠孝新生-來碗Laksa 香濃蝦膏湯頭叻沙麵新加坡美食、滿滿滷紅燒肉丼飯+ 11分享開啟食記›,
來碗Laksa,53a466a76f345b73b0ed059a,周花花，甲飽沒,愛食記部落客(1680篇食記),0,來碗Laksa 忠孝新生站平價美食推薦，新加坡叻沙麵、家常紅燒肉飯＿+ 2分享開啟食記›,
來碗Laksa,54b604aed4fdab68baa88539,夢與幻的地圖,愛食記部落客(1516篇食記),0,"來碗Laksa, 忠孝新生站, 濟南路的用餐新選擇+ 20分享開啟食記›",
來碗Laksa,54fc75cf2756dd151b235a1f,PEKO,愛食記部落客(983篇食記),0,來碗Laksa-Laksa麵 新加坡叻沙麵|附菜單MENU+ 4分享開啟食記›,
阿男麻油雞,5d6abd16d6895d209425c8da,簡愛玲,(2則評論),5,真的好吃表示讚賞分享,
阿男麻油雞,5db516eed6895d66400833e1,Ms. R 帶嘴走跳趣,(7則評論),4.5,豬肉大片，肉質也很嫩口～但因為比較大，不好入口，但不礙事啦～～雞佛又大又嫩，沒什麼腥味湯頭溫潤，酒味重但不嗆，整個很實在👍麻油麵線：$ 20麻油豬肉：$ 90麻油雞佛：$ 200表示讚賞分享,
阿男麻油雞,53af0b6ad4fdab13bc255e05,水晶安蹄,愛食記部落客(1094篇食記),0,南機場夜市 阿男麻油雞 湯頭清爽滿滿膠原蛋白 必比登推薦小吃 排隊美食+ 2分享開啟食記›,
阿男麻油雞,580f5d1f2756dd64bc1fa1b5,志仔&玲妹的隨便食記,愛食記部落客(917篇食記),4.5,阿男麻油雞+ 1分享開啟食記›,
阿男麻油雞,5cd444c323679c242cacf2ab,Kevin Chiu,(7則評論),5,雞腿 好吃 湯 濃郁 不會死鹹。推表示讚賞分享,
阿男麻油雞,54637e1cd4fdab447a817870,小可愛阿貴,愛食記部落客(1214篇食記),0,南機場夜市：阿男麻油雞搬家(新地址)～米其林推薦美食小吃+ 8分享開啟食記›,
阿男麻油雞,54ac229cd4fdab6eca38e0ea,愛吃鬼芸芸,愛食記部落客(2503篇食記),0,阿男麻油雞 | 南機場夜市美食，相見恨晚的麻油雞+ 4分享開啟食記›,
阿男麻油雞,568cb89c699b6e3098d08092,靜怡&大顆呆,愛食記部落客(571篇食記),4,阿男麻油雞 ▶ 南機場夜市美食 ▶冷颼颼來一碗麻油雞暖暖心 南機場夜市人氣美食 想吃得先排隊表示讚賞分享開啟食記›,
阿男麻油雞,56cbf8b3699b6e0f4e539e5d,小美叮叮_旅遊看世界,愛食記部落客(365篇食記),4.5,南機場夜市‧阿男麻油雞│冬令進補│麻油雞│南機場│+ 2分享開啟食記›,
阿男麻油雞,55e513b32756dd75cdcda671,葉癮評饗,愛食記部落客(1450篇食記),0,阿男麻油雞。肉Q湯濃 /南機場夜市/食尚玩家推薦+ 9分享開啟食記›,
阿男麻油雞,54be52b4d4fdab6e4dbdbbe0,柔藍食單,愛食記部落客(1604篇食記),0,[食記] 台北 阿男麻油雞表示讚賞分享開啟食記›,
阿男麻油雞,54cbaee52756dd349e0323e4,Maruko與美食有個約會,愛食記部落客(1148篇食記),0,阿男麻油雞&好佳蚵嗲‧台北南機場夜市表示讚賞分享開啟食記›,
感恩麵食,5d6abd16d6895d209425c8da,簡愛玲,(2則評論),5,老闆把味道升級了，更好吃了。表示讚賞分享,
感恩麵食,5b40d57122613964fa8f2634,小林亂吃,銀級會員(20則評論),4,好吃性價比高表示讚賞分享,
感恩麵食,54bbde9ad4fdab35e104f231,瑋瑋*美食萬歲,愛食記部落客(1748篇食記),0,感恩麵店-陽明山文化大學｜學生最愛的平實小吃+ 6分享開啟食記›,
感恩麵食,54ff8fcf2756dd589c383597,Wisely的拍拍照寫寫字,愛食記部落客(1505篇食記),0,陽明山美食＠文化大學感恩麵店&阿國炒羊肉~必訪美食小吃+ 2分享開啟食記›,
感恩麵食,58eae231699b6e777bbb27f0,王俊傑,紫級會員(156則評論),3,東西真的便宜又大碗想吃飽的同學可以來但是環境略髒、東西普通+ 2分享,
感恩麵食,5883948c699b6e0675149cd0,Emma Lin,(1則評論),5,👍🏻+ 1分享,
感恩麵食,57eb29472756dd4c82097ccf,🍤,金級會員(86則評論),4.5,平價美食表示讚賞分享,
老鐵們炭火三明治,5dd2cc82d6895d26db66b7cf,吃爆台北大街小象,銀級會員(13則評論),4.5,東西好吃價格很棒推薦古早味香辣麵❤️三明治真的是用炭火烤的 表示讚賞分享,
老鐵們炭火三明治,5364740040d18d2397752d8a,Angelababy享樂日記,愛食記部落客(1627篇食記),0,信義安和站排隊早餐｜老鐵們炭火三明治 酥皮蛋餅、通化街美食、薯餅三明治+ 1分享開啟食記›,
老鐵們炭火三明治,54fc75cf2756dd151b235a1f,PEKO,愛食記部落客(983篇食記),0,老鐵們炭火三明治、手工蛋餅｜信義安和早午餐、通化街美食、近臨江夜市｜附菜單MENU+ 2分享開啟食記›,
林家牛肉麵,5dd2cc82d6895d26db66b7cf,吃爆台北大街小象,銀級會員(13則評論),4,牛肉麵跟滷味都很好吃😋表示讚賞分享,
林家牛肉麵,5867cf3b699b6e4bac260eb7,Patrick Yeh,(1則評論),3.5,味道真的不錯，就是環境和衛生稍微差了點！+ 1分享,
林家牛肉麵,5346750540d18d3cf163d904,王獅子,愛食記部落客(881篇食記),0,台北 信義 林東芳他老爸牛肉麵 林家藥燉原汁牛肉麵大王+ 15分享開啟食記›,
林家牛肉麵,551cccda2756dd4597ed18fd,老K,愛食記部落客(1416篇食記),0,濃郁順口的藥燉湯頭-林家藥燉原汁牛肉麵@捷運台北101/世貿站@台北醫學院+ 3分享開啟食記›,
林家牛肉麵,5c8b22ec2261390d753448d8,Donlin Chen,(1則評論),5,老闆很親切、帶小朋友去吃，跟老闆要兩個小碗，老闆還特別在碗裡面裝了些許都濃湯、很貼心！湯頭很棒！麵條很Q!桌上的辣更是打中我的味蕾！愛吃辣的一定要加！再來盤加熱滷味當配菜！絕配！！表示讚賞分享,
林家牛肉麵,547d9759d4fdab0f491e1912,Zoe Chen,銀級會員(42則評論),5,湯頭清淡充滿中藥的清香表示讚賞分享,
林家牛肉麵,580a873123679c36197de5d4,Lily Yang,紫級會員(127則評論),4,藥味濃厚 牛雜夠味 但價格貴表示讚賞分享,
林家牛肉麵,59ffcf842261390b7cc67952,Larry Teng,(7則評論),4.5,台灣正宗黃牛肉做的藥燉牛肉麵。 我常來吃...比大家熟知的林東芳好吃太多了。 不過湯頭時而濃時而淡...希望老闆可以維持濃一點。 要來這間餐廳要看在它的美味上接受它髒亂的環境。+ 1分享,
林家牛肉麵,5444fa33d4fdab5fc30fb680,Miss_hsinhsin吃貨全記錄,紫級會員(132則評論),4.5,再加了湯後～又是滿滿新的一碗表示讚賞分享,
林家牛肉麵,540394abd4fdab61ada4e177,邱奕松,(2則評論),0,衛生非常不好。上次吃了拉肚子。表示讚賞分享,
林家牛肉麵,55a7befc699b6e5859d04dda,Chu YolanDa,金級會員(63則評論),0,林家牛肉麵很好吃，淡淡的中藥味我很喜歡！表示讚賞分享,
林家牛肉麵,56f26a7f699b6e2f4dcf7df9,TAi Yung,愛食記部落客(13篇食記),0,好吃表示讚賞分享,
林家牛肉麵,55a3c374699b6e3f04e72830,OZ Huang,(1則評論),0,推薦湯頭表示讚賞分享,
林家牛肉麵,552335242756dd34a0f2ee53,小孤牛,愛食記部落客(673篇食記),0,再談林家藥燉原汁牛肉麵表示讚賞分享開啟食記›,
林家牛肉麵,54d767b42756dd4c31dd5ca5,簡單生活 ～ 阿福,愛食記部落客(278篇食記),0,[食記] 台北┃吳興街商圈美食。林家藥燉原汁牛肉麵大王@林東芳爸爸的店 (鄰近台北醫學院)表示讚賞分享開啟食記›,
林家牛肉麵,556686e5699b6e5ca7d8785e,Funtory設計生活,愛食記部落客(231篇食記),0,林家藥膳牛肉麵 原汁原味台灣牛‧信義區北醫護士的最愛表示讚賞分享開啟食記›,
林家牛肉麵,54abebe9d4fdab6ecb6925fa,claire的幸福筆記,愛食記部落客(222篇食記),0,林家牛肉麵， 藥膳湯頭 牛筋牛雜讓人驚艷+ 14分享開啟食記›,
林家牛肉麵,54ac229cd4fdab6eca38e0ea,愛吃鬼芸芸,愛食記部落客(2503篇食記),0,吳興街林家牛肉麵，肉嫩湯醇很美味！表示讚賞分享開啟食記›,
林家牛肉麵,55e513b32756dd75cdcda671,葉癮評饗,愛食記部落客(1450篇食記),0,藥燉無負擔的牛肉麵。林家牛肉麵 /吳興街/食尚玩家介紹+ 1分享開啟食記›,
林家牛肉麵,54ddb1632756dd76b8e10df9,彼得覓食趣,愛食記部落客(420篇食記),0,台北吳興街的林家牛肉麵之絕品牛筋牛雜麵表示讚賞分享開啟食記›,
222 雞蛋糕,566f59c1699b6e664eb55ad1,Liubr,紫級會員(421則評論),4,不一樣的鷄蛋糕，焦糖蘋果、原味、卡士達都不錯，👍+ 3分享,
222 雞蛋糕,53a466a76f345b73b0ed059a,周花花，甲飽沒,愛食記部落客(1680篇食記),0,222雞蛋糕 台大後門隱藏版甜點！蜂蜜伯爵、焦糖蘋果等六種口味+ 2分享開啟食記›,
222 雞蛋糕,55614573699b6e7bf3573fac,Greta饗食趣樂,愛食記部落客(208篇食記),0,222雞蛋糕＿暢銷款焦糖蘋果晚來就吃不到＿帶有伯爵茶香的雞蛋糕真的很可以+ 2分享開啟食記›,
222 雞蛋糕,53bdf3bdd4fdab213072997b,斑比Banbi,愛食記部落客(1380篇食記),0,"台北大安-222雞蛋糕 可愛雞蛋糕店:6種特別口味,蜂蜜伯爵、焦糖蘋果、奶油卡士達+ 6分享開啟食記›",
Sweet Tooth,5dd2cc82d6895d26db66b7cf,吃爆台北大街小象,銀級會員(13則評論),4,還不錯吃，蠻大塊的巧克力不會過甜表示讚賞分享,
Sweet Tooth,5b597d9bf5246815a91c9bcf,TC Huang,(1則評論),2,吃起來還好表示讚賞分享,
Sweet Tooth,5989b163f524681a485b7293,zhen daily,愛食記部落客(43篇食記),4,Sweet Tooth超誘人的浮誇草莓杯~+ 2分享開啟食記›,
Sweet Tooth,56cf2ed12756dd36d3819e74,薏仁一個人,愛食記部落客(591篇食記),4.5,Sweet Tooth，除了招牌紅絲絨蛋糕以外還有千層蛋糕。份量很大誠意十足。低消不用一杯飲品只要180元+ 2分享開啟食記›,
Sweet Tooth,5518fb792756dd6b2dc6ce70,Xsin Ling Wu,金級會員(58則評論),4.5,📍紅絲絨 $180📍藍莓生乳酪 $170（有點不確定，應該沒錯）📍伯爵鮮奶茶i $180（這個也不太確定，應該是沒錯）Sweet Tooth的蛋糕走巨大路線，如果是兩人的話點兩個可能會太多。這次和友人共三人點了兩塊蛋糕兩杯飲料，吃得心滿意足😄肖想紅絲絨蛋糕已經很久，這次終於如願品嚐~個人覺得沒有特別有記憶點的味道，跟人分享會比較不膩因為白色的部分是cream cheese。倒是藍莓生乳酪很好吃，輕盈的味道三兩下我們就吃完了！底層還有Oreo餅乾豐富整體的口味❤️飲料就比較不推😱冰塊融化前好甜阿！店內座位蠻寬敞的，若是沒有客滿應該不會趕人，在這邊和朋友聊了一陣子很開心💓+ 1分享,
Sweet Tooth,55614573699b6e7bf3573fac,Greta饗食趣樂,愛食記部落客(208篇食記),0,Sweet Tooth 假日限定千層蛋糕晚來就吃不到，紅絲絨蛋糕是眾人朝聖目標+ 3分享開啟食記›,
Sweet Tooth,54b114cad4fdab6e505f89ec,淺藍,愛食記部落客(1325篇食記),0, sweet tooth～大份量小山園抹茶千層蛋糕+ 4分享開啟食記›,
Sweet Tooth,553466a6699b6e502964b4ac,黃品瑄,(1則評論),5,千層系列很讚！另外除了紅絲絨我超愛香草伯爵！超清爽真的可以一次吃很多塊都沒問題！+ 1分享,
Sweet Tooth,53c3bcfed4fdab7c0e23a7f7,大食女,愛食記部落客(704篇食記),0,Sweet Tooth-份量十足的紅絲絨蛋糕！千層蛋糕為假日限定！ 國父紀念館美食/國父紀念館甜點/東區甜點/東區下午茶/信義安和站美食/台北生日蛋糕+ 6分享開啟食記›,
Sweet Tooth,564e77012756dd2c216e1d59,毛毛LadyMoko,愛食記部落客(757篇食記),0,"信義安和下午茶甜點》Sweet tooth,超好吃紅絲絨與抹茶紅豆蛋糕,大份量超滿足,台北信義世貿+ 11分享開啟食記›",
HIVE 巢 • 餐廳,534177ef40d18d5665e92d1e,Sean Cheng,紫級會員(278則評論),5,挺好吃而且意外的價錢不高，燉飯是義大利米芯有食材泡沫點綴，早午餐的肉腸、培根、炒蛋每一樣都很不錯表示讚賞分享,
HIVE 巢 • 餐廳,59b901a222613946771733d2,梁馨蘋,銀級會員(11則評論),4,法式雞肉薄餅good+ 1分享,
HIVE 巢 • 餐廳,551ce6622756dd4c247b276a,小噗扒飯食記,愛食記部落客(209篇食記),4.5,"HIVE 巢 • 餐廳,捷運市政府美食,免費WiFi,插座,歐式料理,早午餐,法國藍帶主廚,米其林一星廚房,分子料理+ 6分享開啟食記›",
HIVE 巢 • 餐廳,54bcbd0ad4fdab48a740e533,寒武紀,愛食記部落客(762篇食記),0,HIVE 巢‧餐廳‧捷運市政府站｜台北歐式料理 早午餐推薦‧藍帶主廚 米其林手藝！+ 4分享開啟食記›,
HIVE 巢 • 餐廳,59dc41b7f524684ff28d9556,Shierin Chin,(1則評論),4.5,鮮蝦南瓜燉飯很好吃！烤蝦味道很讚燉飯口感便硬，是較為到底的作法南瓜味道很濃厚！但是不膩口+ 1分享,
HIVE 巢 • 餐廳,57840d1a23679c63a3bcf066,Kate's Fun Zone 凱特瘋閣,愛食記部落客(73篇食記),4.5,HIVE 巢  餐廳- 高C/P值 | 美味義法早午餐+ 1分享開啟食記›,
HIVE 巢 • 餐廳,570b7fca2756dd2be4d751f5,Jeremy以食為天,愛食記部落客(626篇食記),5,HIVE 巢餐廳 -- 藍帶主廚操刀 結合義式和法式風味的頂級歐式料理饗宴+ 2分享開啟食記›,
HIVE 巢 • 餐廳,5449e771d4fdab4fc32fb4e9,Dustin貪食嗑,愛食記部落客(365篇食記),4,HIVE Brunch__上班族好評推薦！藍帶廚藝天天享用｜全時段早午餐餐酒館|完整菜單MENU/現打果汁「台北大安 ·市府轉運站」+ 4分享開啟食記›,
HIVE 巢 • 餐廳,551167ee2756dd0fca441399,妮妮女王,愛食記部落客(1657篇食記),0,HIVE Brunch 台北早午餐餐廳推薦 台北CP值高義法餐廳推薦+ 1分享開啟食記›,
黃亞細肉骨茶 台北三越南西店,5550742a2756dd6caa850068,Wen Huang,金級會員(70則評論),0,表示讚賞分享,
黃亞細肉骨茶 台北三越南西店,59421d7bf52468250937dd2a,Janet Chen,愛食記部落客(54篇食記),3,台北中山｜新加坡老味道進軍台灣百貨！黃亞細肉骨茶（台北三越南西店）+ 1分享開啟食記›,
黃亞細肉骨茶 台北三越南西店,596451eb2261392ee9c6587f,❤小馬兒趣旅行❤喫美食,愛食記部落客(96篇食記),5,新加坡黃亞細肉骨茶｜進駐新光三越南西店啦｜新加坡最強肉骨茶飄香60年｜允指回味的濃郁咖啡金湯頭｜自由配點餐方式｜推薦上等肉骨茶、滷豬手、大腸頭｜附MENU｜+ 2分享開啟食記›,
黃亞細肉骨茶 台北三越南西店,535be0eb40d18d04dd84f5db,J&A的旅行,愛食記部落客(895篇食記),0,黃亞細肉骨茶 內用肉骨茶湯免費加湯喝到飽，新加坡美食推薦【捷運中山站美食】中山商圈美食+ 3分享開啟食記›,
黃亞細肉骨茶 台北三越南西店,5364740040d18d2397752d8a,Angelababy享樂日記,愛食記部落客(1627篇食記),0,黃亞細肉骨茶-台北新光三越南西店 開幕買一送一 新加坡美食 點餐『自由配』菜單 潮州滷豬手表示讚賞分享開啟食記›,
黃亞細肉骨茶 台北三越南西店,59e61c6d23679c73242a97de,簡小貝,愛食記部落客(20篇食記),5,台北 中山站美食 - 黃亞細肉骨茶 新光三越南西店表示讚賞分享開啟食記›,
黃亞細肉骨茶 台北三越南西店,59df0aa322613920cf525c7a,開心天后郁可可,愛食記部落客(34篇食記),4,"黃亞細肉骨茶台灣二號店~新加坡正宗肉骨茶名店,白胡椒湯頭香郁,潮州特色滷水美味！+ 3分享開啟食記›",
台灣松屋台北西門町店,542ee041d4fdab3c8f77bb5a,Nash Hayashi,愛食記部落客(25篇食記),3.5,西門美食-松屋，日本知名連鎖燒肉與蓋飯定食!捷運西門一號出口旁表示讚賞分享開啟食記›,
羴一羴蒙古炭烤羊腿 長安店,54c4a1d62756dd7ce9f38d3d,大胃米粒DM,愛食記部落客(658篇食記),0,"台北長安東路人氣烤羊腿,碳花台北,蒙古碳烤羊腿x酸白菜火鍋x羊奶酒x台式熱炒,享受粗曠霸氣蒙古大漠風情！台北長安東路美食推薦,台北長安東路燒烤推薦,+ 4分享開啟食記›",
羴一羴蒙古炭烤羊腿 長安店,54ddafec2756dd76b8e10cd5,小公主Irene,愛食記部落客(1718篇食記),0,豪邁烤羊腿、羊肋排端上桌，就是讓你大口吃肉．碳花台北(原羴一羴)+ 1分享開啟食記›,
羴一羴蒙古炭烤羊腿 長安店,5a1d6ba2f5246867b2df9769,松鼠莎覓食趣,愛食記部落客(30篇食記),4,美味大漠風情~羴一羴蒙古碳烤羊腿表示讚賞分享開啟食記›,
羴一羴蒙古炭烤羊腿 長安店,550a8d632756dd714849f815,大口老師,愛食記部落客(917篇食記),0,羴一羴蒙古炭烤羊腿‧超霸氣的大漠料理!一整隻炭烤羊腿、羊肋排，讓你享受大口吃肉、大口喝酒的樂趣!+ 7分享開啟食記›,
丼賞和食x嗨蝦蝦三杯醉蝦石頭鍋,55f64e982756dd231d3af253,女子的休假計劃,愛食記部落客(412篇食記),4.5,丼賞和食+嗨蝦蝦林森旗艦店，浮誇的海陸大餐及100盎司重量級肉山，完全不怕你吃 /台北聚餐推薦+ 7分享開啟食記›,
丼賞和食x嗨蝦蝦三杯醉蝦石頭鍋,56b00f1c2756dd77913fc092,海綿飽飽,愛食記部落客(159篇食記),0,『丼賞和食日本料理&嗨蝦蝦三杯醉蝦石頭火鍋林森旗艦店』100盎司大胃王肉肉山、100隻蝦蝦戰船、龍蝦海鮮船只要990元！麻辣鴛鴦鍋吃到飽，菜單價位(捷運中山國小站)+ 1分享開啟食記›,
丼賞和食x嗨蝦蝦三杯醉蝦石頭鍋,59837d642261393bc667871a,熊寶小榆の旅遊日記,愛食記部落客(297篇食記),0,丼飯火鍋複合林森旗艦店，丼賞和食+嗨蝦蝦石頭火鍋雙店合一。超高CP值浮誇火鍋，捷運雙連站美食網紅打卡餐廳，上班族下班首選應酬首選，高檔裝潢包廂多人大空間。巴西蘑菇雞湯火鍋．香菇雞湯火鍋．鬼椒麻辣火鍋．鮭魚親子海膽丼飯．100盎司大胃王肉山．大龍蝦、天使紅蝦、葡萄蝦軍艦船．巨大海龍王生魚片船艦．炙燒生魚片．台北聚餐．台北謝師宴尾牙．火鍋推薦．生日聚餐場地．生日送肉．打卡送蝦．消夜首選。+ 1分享開啟食記›,
丼賞和食x嗨蝦蝦三杯醉蝦石頭鍋,562de59a699b6e639b5baa77,跟著羽諾吃喝玩樂去～,愛食記部落客(685篇食記),0, 丼賞和食日本料理&嗨蝦蝦三杯醉蝦石頭火鍋林森旗艦店 ❤海陸頂級饗宴日本和牛比臉大三倍/超狂海膽鮭魚爆卵丼 鮭魚卵爆整碗+ 2分享開啟食記›,
丼賞和食x嗨蝦蝦三杯醉蝦石頭鍋,5592b3eb2756dd69576662db,沙拉飯團,愛食記部落客(129篇食記),0,台北火鍋激推！超浮誇爆滿料火鍋『丼賞×嗨蝦蝦林森旗艦店』60盎司超大肉盤套餐.百蝦龍蝦鍋等你來挑戰.冰淇淋飲料味增湯吃到飽表示讚賞分享開啟食記›,
丼賞和食x嗨蝦蝦三杯醉蝦石頭鍋,556c9fdd2756dd6e3c0d324a,小妞的生活旅程,愛食記部落客(666篇食記),0,"丼賞和食x嗨蝦蝦三杯醉蝦石頭鍋,百蝦龍船四人套餐(線上菜單), 捷運中山國小2號出口表示讚賞分享開啟食記›",
丼賞和食x嗨蝦蝦三杯醉蝦石頭鍋,54c4e22f2756dd1b2ce63a2c,美食猛男阿一一,愛食記部落客(722篇食記),0,[廣宣]台北中山 香辣天頂級麻辣鴛鴦火鍋吃到飽～盡享優質厚切好肉+ 1分享開啟食記›,
丼賞和食x嗨蝦蝦三杯醉蝦石頭鍋,54e2d1612756dd2d9432baaa,隨裕而安,愛食記部落客(529篇食記),0,香辣天頂級麻辣鴛鴦鍋表示讚賞分享開啟食記›,
東京一軒,55e2002d699b6e6a88e299a5,東吃東吃到處吃,愛食記部落客(118篇食記),5,"信義安和站CP值超高的拉麵,免收服務費且飲料無限暢飲-東京一軒+ 2分享開啟食記›",
白水豆花 台北永康店,55f64e982756dd231d3af253,女子的休假計劃,愛食記部落客(412篇食記),4,白水豆花永康店，一碗有故事的豆花是甜蜜上心頭的滋味 /台北文青景點表示讚賞分享開啟食記›,
白水豆花 台北永康店,5db291eed6895d3510c379bf,Tiss玩味食尚,(2則評論),0,新開幕｜永康街必吃美食｜白水豆花｜有故事的豆花｜當花生捲冰淇淋遇上豆花+ 1分享開啟食記›,
白水豆花 台北永康店,5d7771e78c906d0d44ac5689,Shen Meizhen,(1則評論),1,個人感覺沒很好吃，不值得排隊排那麼久說。表示讚賞分享,
白水豆花 台北永康店,5ace7dfa23679c5ce8fe7123,IG:denden_diary,紫級會員(101則評論),0,.📍白水豆花 ｜ 台北永康礁溪有名的豆花開來台北啦，一直沒吃到的我假日趕緊跑來，結果大排長龍啦，只好跟著排，永康街這邊熱門的排隊名店瞬間多一個，內用座位有限建議早點來。/☡ 麥芽糖花生桃膠豆花 ɴᴛᴅ 70☡ 麥芽糖花生粉圓豆花 ɴᴛᴅ 65黑壓壓的豆花，看似很甜卻完全不會，味道非常剛好，上面灑著花生粉拌著吃很搭嘎，粉圓超級超級好吃的，很Q彈紮實，推推👍🏻/至於桃膠是一種藥膳食材，半透明的吃起來有點類似寒天，沒什麼味道，具有滋養強壯、防止老化及美容的效果，不吃粉圓的可以考慮這碗。/📮：台北市大安區永康街31巷9號🕒：15:00-21:30📞：02-2392-6707/#taiwan #taipei #tofupudding #food #foodie #foodporn #台灣 #台北 #大安 #永康街 #白水豆花 #豆花 #台灣美食 #台北美食 #礁溪美食 #大安美食 #永康街美食 #銅板美食 #台北甜點 #台北下午茶 #台北冰品 #丹丹食記 #丹丹吃台北 #丹丹吃甜點 #相機食先 #吃貨人生表示讚賞分享,
白水豆花 台北永康店,57aea9142756dd520d1dc42b,小咪ma。吃喝玩樂趣,愛食記部落客(373篇食記),0,白水豆花-永康店 從宜蘭礁溪夯過來的鹽滷豆花。古早味豆花搭配Q彈珍珠 透心涼 日式小店爆紅永康街。捷運東門站 + 3分享開啟食記›,
白水豆花 台北永康店,54e2d1612756dd2d9432baaa,隨裕而安,愛食記部落客(529篇食記),0,白水豆花永康街店 來自宜蘭的高人氣排隊名店+ 1分享開啟食記›,
白水豆花 台北永康店,5d664b6cd6895d2bbc3a20b2,Matt Hung,(1則評論),5,台北永康街 白水豆花 ~顛覆味蕾表示讚賞分享開啟食記›,
白水豆花 台北永康店,53c3bcfed4fdab7c0e23a7f7,大食女,愛食記部落客(704篇食記),0,永康街美食 白水豆花-宜蘭礁溪超夯的豆花來了！以潤餅為靈感！(附白水豆花MENU) 東門站美食+ 4分享開啟食記›,
白水豆花 台北永康店,54cbaee52756dd349e0323e4,Maruko與美食有個約會,愛食記部落客(1148篇食記),0,來自宜蘭溫泉街上的鹽滷豆花(永康公園旁)+ 1分享開啟食記›,
白水豆花 台北永康店,54d1c0292756dd3a05371046,李米的大餐小食,愛食記部落客(502篇食記),0,"台北東門站-白水豆花永康店,以花生麥芽糖和香菜點綴宜蘭風情,永康街商圈甜品+ 6分享開啟食記›",
璞豆咖啡.日常,54b3e00ad4fdab26d1bb5fd8,食癮，拾影,愛食記部落客(653篇食記),0,公館不限時咖啡｜璞豆咖啡日常 Poodle caf'e：在安靜的溫州街，為日子取一份暖+ 1分享開啟食記›,
璞豆咖啡.日常,584b5ca423679c07681ecbe4,布卡的小宇宙,愛食記部落客(366篇食記),0,璞豆 Poodle caf'e 咖啡。日常｜溫馨居家咖啡簡餐館表示讚賞分享開啟食記›,
天丼てんや,570b7fca2756dd2be4d751f5,Jeremy以食為天,愛食記部落客(626篇食記),4.5,天丼てんや 和億北車店表示讚賞分享開啟食記›,
天丼てんや,587a40b32756dd4a87f6f44d,林天相,愛食記部落客(64篇食記),4,天雅天丼(TENDON TENYA)~便宜也有好味道 表示讚賞分享開啟食記›,
天丼てんや,57714b4b23679c2fb73a5f9e,吃貨年獸,(8則評論),0,還不錯飯偏黏而已整體感覺不錯表示讚賞分享,
天丼てんや,58876e1c2756dd40f8ca7858,陳雅歆,銀級會員(24則評論),3.5,飯跟地瓜很好吃其他就普通，現在不用排隊了已價位來說不算貴表示讚賞分享,
天丼てんや,54cbaee52756dd349e0323e4,Maruko與美食有個約會,愛食記部落客(1148篇食記),0,台北中正天雅天丼てんや(TENYA)｜來自東京平價天婦羅丼飯連鎖店(HOYII北車店)+ 9分享開啟食記›,
天丼てんや,55ffd2ee2756dd05fb7a5fe3,WA's Life,愛食記部落客(12篇食記),3.5,天丼てんや｜日本市佔率第一的人氣平價炸物丼飯薄脆麵衣的肥美炸蝦天丼｜中正區-台北車站@ WA's Life表示讚賞分享開啟食記›,
天丼てんや,5364740040d18d2397752d8a,Angelababy享樂日記,愛食記部落客(1627篇食記),0,天丼てんや台灣首店  台北車站必吃美食 日本平民人氣冠軍 淺草海老 烏龍麵定食 平價套餐 親子餐廳+ 2分享開啟食記›,
天丼てんや,56ddfc58699b6e52e1558759,Cher Fan,(3則評論),3,炸物稍微油膩。表示讚賞分享,
天丼てんや,55f64e982756dd231d3af253,女子的休假計劃,愛食記部落客(412篇食記),4.5,台北車站  台北天丼 TENDON天丼てんや台灣首店    北車HOYII店  來自日本世界第一天婦羅丼飯連鎖店+ 1分享開啟食記›,
天丼てんや,5ba64ee523679c6b0600d6e9,胡易,銀級會員(13則評論),3.5,味道還行，排隊排很久的。+ 1分享,
天丼てんや,5449e771d4fdab4fc32fb4e9,Dustin貪食嗑,愛食記部落客(365篇食記),3.5,TENDON TENYA 天丼てんや__台北必吃天婦羅丼飯！小資族口袋美食首選｜北車HOYYI美食推薦 / 完整菜單『 台北車站 · 捷運站 』表示讚賞分享開啟食記›,
天丼てんや,551ac3e82756dd0a9e791a9f,胡歐奇@Or workshop,愛食記部落客(218篇食記),3.5,天丼てんや TendonTenya 台灣首店 | 不必搭飛機就能吃到日本國民級天丼，小資美食首選，北車美食HOYII店表示讚賞分享開啟食記›,
天丼てんや,577f56f223679c4355ed9734,Liao Yu Peng,銀級會員(40則評論),4.5,黑虎蝦會彈牙，扇貝、花枝都很新鮮，非常好吃，服務員也都很親切，唯一小小缺點就是餐點等了有些久，但會再訪。+ 1分享,
天丼てんや,55e513b32756dd75cdcda671,葉癮評饗,愛食記部落客(1450篇食記),0,天丼てんや(天丼TENYA)│先不管平不平價，體重破表也要吃！ 台北車站天丼、日本第一天丼+ 1分享開啟食記›,
