restaurant_series_num,name,star,comment_num,address,phone,avg_price,type
RSN_000448,Fika Fika Cafe 內湖店,4.4,18,臺北市內湖區陽光街321巷40號,227112230,380,早午餐蛋糕義式料理
RSN_000449,S Restaurant & Bar (HYG北歐美饌),3.9,8,臺北市松山區敦化北路150號,227112231,700,約會餐廳精緻高級宵夜早餐
RSN_000450,老程麵店,4.1,11,臺北市大同區延平北路三段152號,227112232,110,小吃晚餐午餐
RSN_000451,Alleycat's 京站店QSquare,3.6,13,臺北市大同區承德路一段1號,227112233,400,義式料理晚餐午餐
RSN_000452,港點大師 台北三創店,4.3,17,台北市中山區市民大道三段2號,227112234,800,港式料理中式料理合菜晚餐
RSN_000453,一茗糖 Sugar M 小巨蛋店,5,4,臺北市松山區南京東路四段133巷8弄2號,227112235,40,冰品飲料
RSN_000454,HERE & THERE,4.5,3,台北市大同區延平北路二段62號,227112236,250,甜點
RSN_000455,財神台南擔仔麵,3.8,13,臺北市松山區新中街6巷1號,227112237,200,小吃精緻高級晚餐午餐
RSN_000456,阿蘭大鼎魩仔魚蛋炒飯,3.5,5,臺北市大同區保安街49巷17號,227112238,100,小吃午餐
RSN_000457,SoShow Bar & Restaurant,4.6,8,臺北市中山區中山北路一段47號2F,227112239,500,約會餐廳宵夜餐酒館/酒吧
RSN_000458,社子古早味豆花,4.6,53,臺北市士林區社正路5號,227112240,30,甜點冰品飲料小吃
RSN_000459,昭和冰室,4.2,9,臺北市大安區文昌街47號1F,227112241,250,甜點約會餐廳冰品飲料下午茶
RSN_000460,唐點小聚市民店,4.2,31,臺北市大安區市民大道四段102號,227112242,500,港式料理中式料理甜點合菜
RSN_000461,紅橘子精緻早午餐．延吉店,3.6,2,臺北市大安區延吉街259號,227112243,600,早午餐美式料理約會餐廳
RSN_000462,飯Bar,4.2,37,臺北市內湖區內湖路一段360巷2號,227112244,800,中式料理精緻高級甜點約會餐廳
RSN_000463,龍記搶鍋麵,4.1,21,臺北市中正區衡陽路84巷5號,227112245,100,小吃午餐
RSN_000464,麵食士林,3.4,13,臺北市士林區美德街68號,227112246,300,義式料理晚餐午餐
RSN_000465,Cuiqu Coffee奎克咖啡 - 台北忠孝店,3.9,10,臺北市大安區忠孝東路四段216巷11弄8號,227112247,150,咖啡下午茶
RSN_000466,鍋+ SHABU,4.6,2,臺北市士林區福國路47巷2之1號,227112248,700,火鍋晚餐午餐
RSN_000467,凪ラーメン豚王拉麵,4.2,128,台北市萬華區漢中街52號6樓,227112249,250,拉麵日本料理下午茶晚餐
RSN_000468,胡同燒肉,4.4,19,臺北市大安區敦化南路一段161巷17號,227112250,2200,燒烤宵夜晚餐
RSN_000469,大發生猛海鮮餐廳,3.9,1,臺北市北投區裕民二路60號,227112251,200,宵夜合菜
RSN_000470,MAD KITCHEN 吃狂 創意料理,4.3,4,臺北市中山區復興北路202號,227112252,100,義式料理宵夜晚餐午餐
RSN_000471,Kimukatsu晴木千層豬排,3.6,10,臺北市信義區松智路17號5樓,227112253,500,日本料理晚餐午餐
RSN_000472,李家榕樹下快炒,4,1,臺北市大安區嘉興街382巷2號,227112254,800,中式料理合菜宵夜晚餐
RSN_000473,TGB很牛炭燒牛排 台北東興店,4.3,11,臺北市松山區東興路18號,227112255,700,牛排約會餐廳晚餐
RSN_000474,戰醬燒肉,4.5,4,台北市中山區雙城街17巷13-3號,227112256,799,燒烤
RSN_000475,新東街口 精緻火鍋,5,1,台北市松山區民生東路五段205號,227112257,3400,火鍋約會餐廳
RSN_000476,James House (coffee),4.6,2,臺北市大安區安和路一段127巷5號,227112258,100,咖啡宵夜
RSN_000477,天丼てんや 微風北車店,4.1,1,臺北市中正區北平西路3號2樓,227112259,200,晚餐午餐
RSN_000478,豆燕山-民權店,5,1,臺北市內湖區民權東路六段90巷5弄2號,227112260,60,甜點冰品飲料小吃
RSN_000479,Andrew Frank Café,4.7,1,臺北市大安區復興南路二段128巷4號1樓,227112261,500,咖啡早午餐下午茶
RSN_000480,水戶懷石日本料理,4.1,12,臺北市中山區吉林路16號,227112262,500,日本料理精緻高級約會餐廳晚餐
RSN_000481,重點 El punto 南美風情臻品料理,4.8,6,台北市大安區仁愛路四段345巷4弄12號,227112263,550,精緻高級餐酒館/酒吧約會餐廳
RSN_000482,齋之傳說素食餐廳永吉店,4.1,9,臺北市信義區永吉路30巷157弄5號,227112264,130,牛排素食日本料理晚餐
RSN_000483,佐賀丼飯專家-信義永吉,4,4,臺北市信義區永吉路30巷102弄13號,227112265,95,日本料理午餐
RSN_000484,台灣第一家鹽酥雞,4.1,1,臺北市內湖區內湖路一段737巷29號,227112266,100,小吃晚餐
RSN_000485,福德涼麵,3.9,38,臺北市中山區興安街76號,227112267,95,小吃宵夜下午茶晚餐
RSN_000486,凱古早味鍋燒麵,4.1,4,臺北市信義區吳興街8巷5號,227112268,100,小吃晚餐午餐
RSN_000487,台灣人ㄟ甜甜圈,3.4,4,臺北市大同區華陰街183號,227112269,25,甜點
RSN_000488,季吉GG韓國餐館,4.3,7,臺北市松山區民生東路四段56巷3弄16號,227112270,200,韓式料理晚餐午餐
RSN_000489,āmra,4.1,7,臺北市松山區復興北路81巷20號,227112271,300,早午餐下午茶午餐
RSN_000490,Ma C So Yo 築夢韓食,4.7,14,臺北市中山區中山北路一段121巷15號,227112272,450,韓式料理晚餐午餐
RSN_000491,Bagel Bagel Cafe & Bar,4.3,19,臺北市中山區南京東路二段125號B1,227112273,600,咖啡義式料理早午餐
RSN_000492,AL REVÉS 餐廳 。 顛倒restaurant,4.3,26,臺北市萬華區昆明街131號,227112274,150,義式料理早午餐下午茶晚餐
RSN_000493,逗豆舖,4.5,5,臺北市大安區和平東路二段118巷54弄21號,227112275,50,日本料理冰品飲料拉麵
RSN_000494,泰廚世家,4.3,7,臺北市松山區延壽街89號,227112276,2000,泰式料理約會餐廳晚餐午餐
RSN_000495,Humble beginnings Café - Taipei 亨寶咖啡,4,13,臺北市士林區中山北路七段36之1號,227112277,300,咖啡早午餐宵夜下午茶
RSN_000496,上島珈琲店 誠品站前店,4,5,臺北市中正區忠孝西路一段49號,227112278,230,咖啡早餐
RSN_000497,微兜 Petit Doux咖啡小酒館,4.3,101,台北市大安區信義路二段198巷7之3號,227112279,380,甜點咖啡蛋糕
RSN_000498,La Farfalla 義式餐廳,4.1,51,臺北市信義區松高路18號6樓號,227112280,1800,義式料理精緻高級約會餐廳
RSN_000499,黃龍莊,4,11,臺北市中正區牯嶺街43號,227112281,250,小吃晚餐午餐
RSN_000500,弘燒肉丼,4.8,1,臺北市大安區信義路四段265巷31弄1號1樓,227112282,430,晚餐午餐
RSN_000501,BREMEN 不萊梅 圓山店,4.2,1,臺北市大同區酒泉街36號,227112283,200,義式料理晚餐午餐
RSN_000502,Coppii Lumii living coffee 冉冉生活,4.2,14,臺北市中山區龍江路298巷23號,227112284,400,咖啡早午餐下午茶
RSN_000503,旗魚新竹米粉,4.2,7,臺北市大同區延平北路三段85號3號,227112285,500,小吃宵夜晚餐
RSN_000504,八斤所8Jin Café,4.1,29,臺北市大同區寧夏路87號1樓,227112286,520,咖啡甜點下午茶
RSN_000505,肉多多火鍋 天母店,4.3,10,臺北市士林區德行東路228號1樓,227112287,500,火鍋宵夜晚餐午餐
RSN_000506,EAT PLUS 玩食家,4.5,3,臺北市士林區忠誠路二段154巷7號一樓,227112288,200,早午餐晚餐午餐
RSN_000507,Engolili 英格莉莉 誠品南西店,4.4,13,臺北市大同區南京西路14號3樓,227112289,500,早午餐甜點下午茶
RSN_000508,YumYum Deli,3.8,95,台北市大安區忠孝東路四段216巷32弄12號,227112290,350,美式料理約會餐廳早午餐
RSN_000509,小霸王麵線,4.1,1,臺北市信義區永吉路409號,227112291,700,小吃晚餐午餐
RSN_000510,老同安小酒館,4.9,1,臺北市中正區同安街24號,227112292,500,日本料理牛肉麵居酒屋約會餐廳
RSN_000511,福來早餐芝山店,4,1,臺北市士林區福華路128巷3弄1號,227112293,90,早午餐美式料理早餐
RSN_000512,180度C蜜酥雞排,4.6,13,臺北市萬華區貴陽街二段77號,227112294,120,小吃甜點宵夜
RSN_000513,云滇雲南過橋米線,3.9,11,臺北市大安區忠孝東路四段49巷4弄14號,227112295,220,中式料理晚餐午餐
RSN_000514,雄記蔥抓餅,4.4,7,臺北市中正區羅斯福路四段108巷2號,227112296,270,小吃宵夜下午茶晚餐
RSN_000515,Old Seat Restaurant.Cafe 川酒＆咖啡,4.6,7,臺北市大安區忠孝東路四段101巷29號1樓,227112297,750,咖啡餐酒館/酒吧精緻高級約會餐廳
RSN_000516,福昌羊肉-台北信義店,4.9,1,臺北市信義區松隆路62號,227112298,390,小吃宵夜火鍋晚餐
RSN_000517,廖家牛肉麵,4.1,14,臺北市大安區金華街98號,227112299,250,小吃牛肉麵午餐
RSN_000518,Rilakkuma Café 拉拉熊咖啡廳,4.2,82,臺北市大安區忠孝東路四段248巷3號,227112300,1056,約會餐廳早午餐
RSN_000519,草原風蒙古火鍋,4.5,40,臺北市士林區後港街35號,227112301,800,火鍋晚餐午餐
RSN_000520,Garden Kitchen 台北萬豪酒店,4.4,15,臺北市中山區樂群二路199號,227112302,1500,牛排早餐
RSN_000521,一號糧倉 樂埔町,4.5,18,台北市松山區八德路二段346巷3弄2號,227112303,1000,小吃牛肉麵晚餐
RSN_000522,天干物燥-老子今天吃火鍋,4.7,8,台北市中山區松江路38巷2號,227112304,800,火鍋晚餐午餐
RSN_000523,韓式辣炒年糕海苔飯捲專賣店,3.4,1,臺北市萬華區中華路一段144號,227112305,300,韓式料理晚餐午餐
RSN_000524,檀島香港茶餐廳,3.4,54,臺北市信義區松壽路11號b1號,227112306,430,港式料理咖啡下午茶
RSN_000525,飯BAR Station 信義微風店,4.5,15,臺北市信義區忠孝東路五段68號4F,227112307,600,中式料理合菜晚餐午餐
RSN_000526,名傳鵝肉,3.5,4,臺北市北投區石牌路二段183號,227112308,100,小吃早餐晚餐午餐
RSN_000527,祥和蔬食精緻料理,4.5,6,臺北市中正區鎮江街1巷1號,227112309,300,素食精緻高級約會餐廳晚餐
RSN_000528,香頌私宅會館,3.9,22,臺北市中山區建國北路二段52號,227112310,2200,合菜餐酒館/酒吧精緻高級約會餐廳
RSN_000529,慶三號烤肉倉庫早午餐,4.1,4,臺北市中正區金門街2之3號,227112311,120,早午餐早餐午餐
RSN_000530,YumYum 好吃好吃2號店,4.2,1,台北市中正區羅斯福路三段316巷16號2樓,227112312,380,牛排
RSN_000531,A Cut steakhouse (國賓大飯店),4.5,47,臺北市中山區中山北路二段63號B1,227112313,2500,牛排精緻高級約會餐廳晚餐
RSN_000532,香港私宅打邊爐,4.1,49,臺北市中山區長安東路二段174之1號2樓,227112314,800,火鍋咖哩港式料理晚餐
RSN_000533,a day 日常生活咖啡,4.3,19,臺北市大安區忠孝東路三段217巷8弄20之1號,227112315,140,咖啡甜點蛋糕下午茶
RSN_000534,肉多多火鍋 大安信義店,4.5,4,臺北市大安區信義路四段199巷18號,227112316,300,火鍋宵夜晚餐午餐
RSN_000535,赤雞雞排,4.5,18,臺北市中正區中山北路一段42號,227112317,130,小吃美式料理咖哩
RSN_000536,潔果物語義式廚房Fruit Talk Pasta,4.4,5,臺北市南港區永吉路541號,227112318,500,義式料理火鍋晚餐午餐
RSN_000537,蘭苑私廚 Orchid Court,4.8,7,臺北市中正區金華街30巷1號,227112319,2750,日本料理精緻高級約會餐廳晚餐
RSN_000538,Fa cafe 天母店,4.3,15,臺北市士林區中山北路七段14巷6號,227112320,600,咖啡義式料理餐酒館/酒吧精緻高級
RSN_000539,匠壽司,4.5,68,臺北市中山區建國北路一段68號,227112321,1200,日本料理合菜精緻高級
RSN_000540,珠寶盒法式點心坊,4.2,24,臺北市大安區安和路二段209巷10號,227112322,300,甜點蛋糕下午茶
RSN_000541,兩餐韓國年糕火鍋-忠孝店,3.9,21,臺北市大安區忠孝東路四段98號3樓,227112323,405,火鍋韓式料理晚餐午餐
RSN_000542,Burger & Co,4.1,18,台北市大安區通安街49號,227112324,250,美式料理晚餐午餐
RSN_000543,洋城義大利餐酒館 內湖家樂福店,4.7,4,臺北市內湖區民善街88號1樓,227112325,380,義式料理精緻高級餐酒館/酒吧約會餐廳
RSN_000544,上善豆家 DeliSoys,4.1,17,臺北市大安區復興南路一段107巷16號,227112326,380,素食小吃下午茶晚餐
RSN_000545,新高軒,4,17,臺北市大安區市民大道四段8號,227112327,300,咖哩日本料理約會餐廳晚餐
RSN_000546,杜佬大手作弁當,4.1,1,臺北市信義區忠孝東路四段559巷16弄15號,227112328,99,午餐
RSN_000547,天下佈武,3.7,20,臺北市大安區師大路50號,227112329,30,宵夜
RSN_000548,紅螞蟻平價鐵板燒,3.8,4,臺北市大安區臨江街7號,227112330,180,宵夜晚餐
RSN_000549,蚵仔麵線佳鑫檸檬,4.4,8,臺北市中正區泉州街32之2號,227112331,45,小吃午餐
RSN_000550,話一隻雞,4.2,1,臺北市中正區南陽街21之5號1樓,227112332,130,咖哩晚餐午餐
RSN_000551,漢來海港 自助餐廳,4.1,36,台北市大安區敦化南路一段246號6樓,227112333,913,甜點義式料理
RSN_000552,宏益水晶餃,4.1,21,臺北市萬華區昆明街184之2號,227112334,30,小吃晚餐午餐
RSN_000553,Fly's Kitchen,4.5,33,臺北市大安區大安路一段16巷4號,227112335,200,咖啡甜點早午餐蛋糕
RSN_000554,佬饕賦,4.3,1,臺北市士林區士東路200巷78號,227112336,160,小吃精緻高級晚餐午餐
RSN_000555,玖酒井食事町,5,5,臺北市大安區敦化南路一段190巷40號1樓,227112337,1500,日本料理約會餐廳居酒屋
RSN_000556,藝奇新日本料理 台北中山北店,4.7,5,臺北市中山區中山北路二段68號B1,227112338,420,日本料理晚餐午餐
RSN_000557,BANCO 世貿店,4.5,5,臺北市信義區基隆路二段13之1號1樓,227112339,250,義式料理晚餐午餐
RSN_000558,Maison家 Chinese fusion,4.4,12,臺北市大安區光復南路290巷41號,227112340,600,餐酒館/酒吧約會餐廳精緻高級下午茶
RSN_000559,夢仙,4.7,2,臺北市大安區信義路四段60之100號,227112341,300,甜點下午茶
RSN_000560,濟善老麵,4.4,13,臺北市萬華區艋舺大道120巷11弄1號,227112342,200,拉麵日本料理晚餐午餐
RSN_000561,CHENDU 94 心肝寶貝,4.6,9,台北市萬華區成都路94號,227112343,550,宵夜餐酒館/酒吧約會餐廳
RSN_000562,C'est Bon 歐陸餐廳 (麗禧酒店),4.6,9,台北市北投區幽雅路30號,227112344,1000,精緻高級約會餐廳晚餐午餐
RSN_000563,Fourplay Cuisine,4.4,23,臺北市大安區東豐街67號,227112345,800,精緻高級宵夜餐酒館/酒吧
RSN_000564,志明牛肉拉麵(北投總店),4,34,臺北市北投區中央北路一段228巷3號,227112346,140,小吃牛肉麵宵夜晚餐
RSN_000565,桃花源緣,4.8,5,臺北市大同區延平北路二段79號,227112347,308,咖啡甜點下午茶
RSN_000566,唯寧記麻辣鴨血,4,1,臺北市內湖區內湖路一段737巷29號,227112348,120,小吃晚餐午餐
RSN_000567,SOMA 特調飲品,4.2,21,台北市大安區敦化南路一段187巷23號,227112349,70,冰品飲料下午茶
RSN_000568,春美冰菓室,4.4,35,臺北市松山區敦化北路120巷54號,227112350,100,甜點小吃冰品飲料下午茶
RSN_000569,"原汁排骨湯,高麗菜飯",4,24,臺北市大同區延平北路三段17巷2號,227112351,200,小吃午餐
RSN_000570,TASTY西堤牛排,3.9,6,臺北市大安區復興南路一段152號3樓,227112352,300,牛排晚餐午餐
RSN_000571,謝謝 台味炭烤,4.6,2,臺北市內湖區成功路四段61巷25弄7號,227112353,400,日本料理居酒屋晚餐
RSN_000572,父母 - FuMu - COME TO MAMA & PAPA,4.7,2,臺北市中山區興安街103號,227112354,500,宵夜早午餐約會餐廳晚餐
RSN_000573,蔚稻食堂,4.6,7,臺北市中山區民生東路二段115巷25弄2號,227112355,200,日本料理小吃晚餐午餐
RSN_000574,濱松屋,3.8,13,臺北市中山區林森北路119巷12號,227112356,700,日本料理晚餐午餐
RSN_000575,木柵水煎包,4.4,4,臺北市文山區指南路一段25號,227112357,800,早餐
RSN_000576,史坦利美式牛排 敦化店,4.4,9,臺北市大安區敦化南路一段233巷22號,227112358,450,牛排美式料理晚餐午餐
RSN_000577,Nomad bistro bar,4.7,7,台北市大安區光復南路308巷43號,227112359,900,約會餐廳牛排精緻高級
RSN_000578,泰正點,4.1,9,臺北市中正區汀州路三段166號,227112360,300,泰式料理合菜晚餐午餐
RSN_000579,胡饕米粉湯•黑白切 Hu Tao Traditional Taiwanese Cuisine,4.2,3,臺北市信義區永吉路30巷158弄3號,227112361,100,小吃晚餐午餐
RSN_000580,日安 Ciao早午餐,3.7,14,臺北市中正區汀州路二段186號,227112362,200,早午餐午餐
RSN_000581,天香樓 (亞都麗緻大飯店),4.4,12,臺北市中山區民權東路二段41號,227112363,1700,日本料理晚餐午餐
RSN_000582,北平都一處,4,16,臺北市信義區仁愛路四段506號,227112364,340,中式料理火鍋合菜晚餐
RSN_000583,鬧聚 HUBBUB,4.4,12,臺北市松山區富錦街454號,227112365,250,中式料理合菜下午茶晚餐
RSN_000584,彭園湘菜館,3.7,8,臺北市中山區林森北路380號,227112366,690,晚餐午餐
RSN_000585,敘日 全日餐廳 - 台北六福萬怡酒店,3.7,4,臺北市南港區忠孝東路七段359號7樓號,227112367,1500,日本料理早餐約會餐廳精緻高級
RSN_000586,倆男食所,4.8,1,臺北市中山區錦州街231巷5號,227112368,360,咖哩晚餐午餐
RSN_000587,庄頭豆花担,4,20,臺北市松山區市民大道四段73號,227112369,50,甜點小吃冰品飲料
RSN_000588,醒而眠咖啡酒館 Awake til sleep,4.5,1,臺北市大安區仁愛路三段143巷38號,227112370,100,咖啡宵夜
RSN_000589,悄悄好食永康店舖,4.4,1,臺北市大安區永康街31巷14之4號,227112371,185,下午茶晚餐午餐
RSN_000590,廣集品廣東粥,4.4,1,臺北市信義區虎林街121巷1號,227112372,70,小吃晚餐午餐
RSN_000591,Take out burger,4.3,21,臺北市中正區新生南路一段56巷6號,227112373,300,美式料理晚餐午餐
RSN_000592,Chatime日出茶太 內湖大潤發二館店,4.5,1,臺北市內湖區舊宗路一段188號,227112374,60,小吃
RSN_000593,東京牛奶起司工房 Tokyo Milk Cheese Factory,4.6,24,臺北市信義區松智路17號2樓,227112375,130,甜點蛋糕冰品飲料
RSN_000594,燒烤杏鮑菇,3.9,9,臺北市士林區大南路98號,227112376,230,燒烤宵夜晚餐
RSN_000595,M M CAFE & BAR,4.5,1,台北市中山區建國北路二段6巷27號,227112377,600,咖啡
RSN_000596,台北國泰萬怡酒店 Courtyard by Marriott Taipei Downtown,4.4,1,台北市中山區民生東路三段6號,227112378,700,宵夜精緻高級約會餐廳晚餐
RSN_000597,邱太太甜品坊,4.3,3,臺北市中山區龍江路382號,227112379,100,甜點下午茶
RSN_000598,麻辣45,4.3,5,臺北市信義區忠孝東路五段68號45樓,227112380,1000,火鍋精緻高級約會餐廳晚餐
RSN_000599,Fika Fika Cafe,4.3,51,臺北市中山區伊通街33號,227112381,240,甜點蛋糕約會餐廳
RSN_000600,光景 Scene Select,4.6,9,臺北市松山區健康路11之1號,227112382,260,甜點
RSN_000601,泰鄉食坊,4.2,1,臺北市內湖區麗山街348巷14號1樓,227112383,800,咖哩合菜泰式料理晚餐
RSN_000602,JAI宅 西門店,4.4,11,臺北市萬華區武昌街二段50巷10號2樓,227112384,500,義式料理甜點下午茶
RSN_000603,PACKIE銀杏川酒菜館,4.3,7,台北市信義區松壽路九號六樓,227112385,1000,精緻高級約會餐廳餐酒館/酒吧宵夜
RSN_000604,神仙川味牛肉麺,4.1,14,臺北市中山區長春路322號,227112386,200,中式料理小吃合菜牛肉麵
RSN_000605,霜 越南河粉,3.9,4,台北市大安區復興南路一段74號,227112387,135,晚餐午餐
RSN_000606,月霞 Waha Cafe,4.8,1,臺北市大同區赤峰街47巷3號1樓,227112388,200,咖啡
RSN_000607,開飯川食堂,4.1,27,臺北市信義區忠孝東路五段8號7樓,227112389,600,中式料理合菜晚餐午餐
RSN_000608,大村武串燒 士林店,4.4,16,臺北市士林區基河路255號,227112390,500,日本料理燒烤宵夜居酒屋
RSN_000609,銀兔-スープカレー,4.5,55,臺北市大安區浦城街13巷4號,227112391,300,咖哩日本料理晚餐午餐
RSN_000610,巴和奈野 illy Cafe（奈野咖啡二店）,4.1,19,臺北市中正區羅斯福路二段81巷16弄5號,227112392,270,早午餐咖啡
RSN_000611,Ryans都會潛艇堡,4,2,臺北市內湖區金湖路392號,227112393,150,早餐義式料理晚餐
